time,arrival_time,sensor,local_track_id,callsign_true,x,y,z,vx,vy,vz,track_quality,sigma_pos_m,sigma_vel_mps,is_clutter
707.5,707.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,369784.65235694364,21612.559613550788,314.55387026284194,167.1469314911463,-28.34146538323875,-1.7002243248663487,10,80.0,2.0,False
710.0,711.5,RADAR_C,RADAR_C-HEDEF_4,HEDEF_4,369846.9644812151,20516.99996147711,-386.55691427119416,149.72801546339755,17.748462729491322,5.703432970544906,10,300.0,7.0,False
710.0,711.5,RADAR_C,RADAR_C-HEDEF_2,HEDEF_2,290451.740659706,-495.0989995581981,-546.8890522435872,-109.53414735624146,-187.91630272277726,5.837717418373728,10,300.0,7.0,False
710.0,711.5,RADAR_C,RADAR_C-HEDEF_3,HEDEF_3,1979.576007016463,-377895.541170379,604.1003356793271,133.66378694398713,181.60063442931724,-1.6071566800389974,10,300.0,7.0,False
710.0,711.5,RADAR_C,RADAR_C-HEDEF_1,HEDEF_1,101.09001083253555,-0.16688897384182055,-0.11188866499212584,111.73407071041338,-174.20310738494445,6.782669182674377,10,300.0,7.0,False
710.0,710.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,289769.76710325095,305.11731946915006,-386.17816635574076,-111.05115187217618,-181.55686803829963,2.2022280948155526,10,80.0,2.0,False
710.0,710.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,369976.19026164035,20948.372023253367,-256.2880641727782,161.30248246996084,17.00511389587314,1.1017076998762902,10,80.0,2.0,False
710.0,710.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,1864.8135455565227,-377509.1806549477,231.73938117108713,136.88053504161562,185.2890312316007,-1.03631784532412,10,80.0,2.0,False
710.0,710.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-120.73046066837212,-0.05358555879186012,-0.045336192673011255,116.93805660896788,-183.328009023439,1.2231075055167655,10,80.0,2.0,False
710.0,710.8,RADAR_B,RADAR_B-HEDEF_3,HEDEF_3,2043.738402173911,-377670.13960968633,670.2349110989231,133.11428865693048,178.7523156905881,1.569211580251208,10,150.0,4.0,False
710.0,710.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,370089.5659967042,21862.159576623562,-51.70556412438509,161.9901772004457,21.823823234086483,-4.0809915204801195,10,150.0,4.0,False
710.0,710.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,-42.651416092953184,0.031116008071849506,-0.06235049417165841,116.12916685421547,-183.35010050616378,-3.579208606483107,10,150.0,4.0,False
710.0,710.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,289947.816665798,18.165518751655604,316.05919753574955,-110.77706204134316,-183.65779291052544,2.642362775995494,10,150.0,4.0,False
712.5,712.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,198.4965993179848,-344.99597444563216,0.25423854544644725,110.42176310062203,-188.96404343272647,3.9929837326443556,10,80.0,2.0,False
712.5,712.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,289621.9409639993,-424.27790191868314,-441.2158391068667,-108.33089983876896,-185.84266497710163,0.6758369512160316,10,80.0,2.0,False
712.5,712.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,370492.49549799855,21183.35358210385,325.7624421394913,161.63940501470742,60.53450816161019,1.3590523413208906,10,80.0,2.0,False
715.0,715.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,452.38240165740854,-777.8049495633065,14.373437481139362,108.87404833377231,-188.0278504689524,2.9694970306990562,10,150.0,4.0,False
715.0,715.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,3031.491334330778,-376774.12669872364,-361.4546724256333,129.11976375317963,185.10468449276206,1.6669592331214782,10,80.0,2.0,False
715.0,715.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,289211.30973138876,-971.5265964713004,-188.66617760750586,-114.11869713557188,-192.78770417822122,2.7161083951972893,10,150.0,4.0,False
715.0,715.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,370888.2904734554,21200.886551912306,519.650072138958,149.23004207701788,73.3006652076569,5.318741607490228,10,150.0,4.0,False
715.0,715.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,482.0723206215675,-823.4362522079035,16.05786076638537,109.60856838791237,-185.5907657479152,1.8021911158336303,10,80.0,2.0,False
715.0,715.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,289360.4915386348,-593.1887634060978,-253.9956580283355,-109.6348223927829,-189.13360825094526,3.1570547508046407,10,80.0,2.0,False
715.0,715.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,370679.77977329487,21364.43952229261,309.6665768530713,146.19530109436047,75.82212892021072,4.734711550138218,10,80.0,2.0,False
717.5,717.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,3769.0878434457923,-376235.92924416065,376.8321607160686,133.22194439079857,187.8928354109088,-0.5402035031597934,10,80.0,2.0,False
717.5,717.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,288942.52071518847,-1894.3868218358994,-39.804821979891805,-110.87006194542994,-187.31603940548126,4.193056817614368,10,80.0,2.0,False
717.5,717.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,841.8185320720702,-1426.396218488991,40.82397072822802,109.66137079635544,-186.28089509954663,0.3724839458182454,10,80.0,2.0,False
720.0,720.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,288716.3283142458,-2360.6779974858473,74.53843060727581,-110.95940264727527,-183.76946267939343,2.859438008352422,10,80.0,2.0,False
720.0,720.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,1066.9475046736254,-1803.2388580702045,58.1713669822996,115.83306332266764,-188.26411229609138,4.871050198196766,10,80.0,2.0,False
720.0,720.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,371210.5413417681,22287.24333456106,294.9039881577751,135.3136475756453,91.07927871743516,2.357947795462227,10,80.0,2.0,False
720.0,721.5,RADAR_C,RADAR_C-HEDEF_2,HEDEF_2,288573.23002189194,-1218.7576500002542,239.95598935966711,-99.74687201401404,-195.52039703348458,4.452008749828845,10,300.0,7.0,False
720.0,721.5,RADAR_C,RADAR_C-HEDEF_4,HEDEF_4,371678.97764413554,23081.421844197335,-1102.5942041544895,138.61164561480538,91.58193753756055,0.4519441301951552,10,300.0,7.0,False
720.0,721.5,RADAR_C,RADAR_C-HEDEF_3,HEDEF_3,2241.3020315959047,-375829.2367347886,-166.77022276189302,115.32946738930853,187.91515435235866,2.636566287263281,10,300.0,7.0,False
720.0,720.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,3645.1586387267153,-375709.51967481157,285.62456084429596,129.8629355246145,187.74222980980466,1.4686800287625217,10,80.0,2.0,False
720.0,720.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,371130.4788772354,22464.546714822212,-545.0679302484466,131.868567709246,91.38583911152965,9.01056694419618,10,150.0,4.0,False
720.0,720.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,1107.3611438904866,-1872.7294194208257,61.03593804986633,109.66747627177621,-188.1436984394614,4.1876408740834865,10,150.0,4.0,False
722.5,722.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,288463.42609332246,-2453.4553557921818,93.08529639599793,-112.59012377068125,-183.53892447426762,4.922596621216384,10,80.0,2.0,False
722.5,722.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,371472.7503177006,21887.928051914118,-92.38909978027733,123.20816535397036,95.98965335770927,5.291866618222846,10,80.0,2.0,False
722.5,722.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,1389.7135554032268,-2342.2498733511575,88.5560899517521,111.60140645857958,-185.4003597833472,5.752061236691025,10,80.0,2.0,False
722.5,722.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,4098.057106896083,-375129.00844375574,296.41181209591036,133.41875034211748,185.87574602118295,4.453370657604609,10,80.0,2.0,False
725.0,725.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,3870.768399983485,-374700.132029825,-361.21062724270945,124.13532265221883,190.77311231228785,5.76458127128877,10,80.0,2.0,False
725.0,725.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,288240.0758622731,-2962.776413464696,157.08477720452876,-110.37569188132649,-184.29131612631576,-1.6435993847656394,10,80.0,2.0,False
725.0,725.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,1611.7562726236836,-2724.5489780049897,102.64662967662515,115.72087566003282,-192.74673714825218,5.513245425147626,10,150.0,4.0,False
725.0,725.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,371381.4258572503,22617.399231949435,126.60233582182414,113.37407179559581,106.34073008470855,8.781639195644336,10,150.0,4.0,False
725.0,725.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,1563.595139273939,-2631.524538894503,98.9606766505676,113.28628356471408,-185.2203206540743,2.4879474868901017,10,80.0,2.0,False
725.0,725.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,288210.06701678975,-2678.1170895424248,911.4242301870579,-115.92876573761731,-187.5075810265052,2.004727292723926,10,150.0,4.0,False
727.5,727.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,4131.260843790226,-374315.309350253,243.5367053603166,124.53109262229394,186.57906222651135,1.6784167881926728,10,80.0,2.0,False
727.5,727.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,287974.3711475579,-3057.596249327602,-211.5115659014589,-114.21279392742137,-184.8931516070614,5.126001435573119,10,80.0,2.0,False
727.5,727.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,371907.4368250469,23398.863956420162,436.2095608599968,108.35047194033943,115.24768673051801,4.064814350164983,10,80.0,2.0,False
727.5,727.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,1950.135939041431,-3277.3795781335734,132.77345875108566,110.4645762273537,-186.55627811855314,5.771650456795269,10,80.0,2.0,False
730.0,730.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,287525.91600548936,-3473.829417637222,283.87018946531333,-115.29423692825674,-193.61207944016147,1.557273655800243,10,150.0,4.0,False
730.0,731.5,RADAR_C,RADAR_C-HEDEF_1,HEDEF_1,2292.1418890014497,-3844.267087480363,167.8658371533853,101.5394674517427,-177.13611918542003,-4.415852516132732,10,300.0,7.0,False
730.0,731.5,RADAR_C,RADAR_C-HEDEF_3,HEDEF_3,4821.614103941644,-373663.84344476694,199.5906389507302,124.39819568404307,183.09313231449286,14.626167042359434,10,300.0,7.0,False
730.0,730.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,2220.335380528724,-3733.375030882485,150.19143316893187,114.1515727641766,-189.20693464153496,0.2458405064437854,10,80.0,2.0,False
730.0,730.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,287704.1534145522,-3910.073767002827,136.68722505326704,-108.6538028636753,-187.62403288799402,2.9316675239716457,10,80.0,2.0,False
730.0,730.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,372167.10580593516,23411.020032487642,350.1149073115062,100.88641107839143,119.31296410586107,4.7817433906749365,10,80.0,2.0,False
730.0,730.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,4626.139928556403,-373821.6995343882,-571.7190727377277,126.3582580735487,182.58810590519397,2.2144287709272703,10,80.0,2.0,False
732.5,732.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,2569.5011892110224,-4306.26493328837,182.38452645218536,110.04878066428441,-187.12377235402118,4.398954963139275,10,80.0,2.0,False
732.5,732.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,372554.3277870857,23071.10009117475,-552.1915242171896,93.78333966914657,126.98146466958507,4.254595692738083,10,80.0,2.0,False
732.5,732.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,287309.34624145465,-4126.203166583116,-37.405479736446914,-110.33899331845737,-183.55744376940282,4.043508407966376,10,80.0,2.0,False
735.0,735.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,372784.2351654653,24158.586148440194,-645.6211679874469,90.91515284300219,133.70554080568292,1.2745154811824433,10,150.0,4.0,False
735.0,735.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,287218.72055133217,-4784.256444198874,-143.5946507100378,-116.02005047771941,-188.89865133832419,0.4850378754432745,10,150.0,4.0,False
735.0,735.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,372644.47861004877,24120.59089609766,418.3182384828996,85.6203650894454,134.9616542544915,5.461833330223083,10,80.0,2.0,False
735.0,735.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,287189.3551099703,-4775.393431126055,322.13338949725863,-112.0414859490159,-186.10500601471017,4.822544595079812,10,80.0,2.0,False
735.0,735.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,2798.8371912470734,-4705.320276106371,200.68382136012312,112.01199309204084,-184.56073839438687,1.6874421229623309,10,80.0,2.0,False
735.0,735.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,5097.075678368581,-372701.9894986096,229.11480479666648,127.9472215574041,181.84300971386725,6.848350795181403,10,80.0,2.0,False
735.0,735.8,RADAR_B,RADAR_B-HEDEF_3,HEDEF_3,5053.885442358,-372808.5642333727,-607.3094372203933,122.20081604968303,184.53562164144657,-2.0405744811721886,10,150.0,4.0,False
737.5,737.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,372958.84552649653,23735.559971765288,434.9172388413213,79.25722625078788,140.9112862168229,1.6471093014344556,10,80.0,2.0,False
737.5,737.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,3092.419620568018,-5196.334772153753,217.83446247894946,110.90414821995184,-185.47902150261825,-0.016711580302330553,10,80.0,2.0,False
737.5,737.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,5982.7722175048,-372469.881489375,597.1343030519049,125.29037028357781,187.13889114022896,4.974081008168618,10,80.0,2.0,False
737.5,737.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,286911.3952153314,-4846.162993914756,291.4303526498784,-108.43648518452945,-185.50758909050327,3.8414549370689786,10,80.0,2.0,False
740.0,741.5,RADAR_C,RADAR_C-HEDEF_4,HEDEF_4,372980.6619682771,24543.569026189347,-109.94326877743454,63.11437719081875,155.20565394624595,10.105828359677988,10,300.0,7.0,False
740.0,740.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,3382.916373782888,-5672.719949603348,234.65315423282962,111.28751840075572,-189.3508130150142,1.2437991441233214,10,150.0,4.0,False
740.0,740.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,286696.0746027687,-5686.1834760769425,543.3688861478739,-118.02297775972009,-188.0291461814072,2.3336653287123084,10,150.0,4.0,False
740.0,740.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,373281.6781470752,24540.125327664413,187.44464191449396,72.52676510026232,147.15628856227437,-1.4896223568677849,10,150.0,4.0,False
740.0,740.8,RADAR_B,RADAR_B-HEDEF_3,HEDEF_3,5941.2095373826605,-371843.2297235215,-46.999672052693285,126.38072119050426,178.54040160063624,-0.7583700272270546,10,150.0,4.0,False
740.0,741.5,RADAR_C,RADAR_C-HEDEF_3,HEDEF_3,5750.113094651055,-372472.96472936677,686.118636810621,112.02850008651254,177.6449327766752,-0.472246895325263,10,300.0,7.0,False
740.0,741.5,RADAR_C,RADAR_C-HEDEF_2,HEDEF_2,286872.51794461755,-5386.266750305867,-134.55978615513447,-119.89696042299451,-183.4686552637349,2.660146917510197,10,300.0,7.0,False
740.0,740.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,373358.3003270604,24827.326216969388,409.33866441133,69.5818148138325,150.28208496628477,2.1952928480674774,10,80.0,2.0,False
740.0,740.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,286540.6377092124,-5554.640075700925,562.5029884137438,-107.09829835700761,-183.86688634913895,3.2040862201956397,10,80.0,2.0,False
740.0,740.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,5576.444189480558,-371875.9174925655,583.4384732771055,122.47147813878402,183.20121362730563,0.7576650859320031,10,80.0,2.0,False
740.0,740.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,3338.361979597501,-5592.909084627231,242.07945108083223,108.0456296393608,-181.515018587918,4.417202944677569,10,80.0,2.0,False
742.5,742.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,286247.47459586535,-6003.5441388301315,119.36699882338306,-110.92016161946673,-181.5861661664759,5.15739986538527,10,80.0,2.0,False
742.5,742.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,3587.6375422252036,-6029.198375332362,263.6109119560686,108.23178506800646,-186.35710534733826,5.7476188522339,10,80.0,2.0,False
742.5,742.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,6628.735035271797,-371379.95244259475,807.4398767622139,125.06819206932668,181.1986225583745,2.382042879435953,10,80.0,2.0,False
742.5,742.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,373589.4871154278,24976.98749945019,-49.0675676030463,64.16173758927152,159.14093805213892,3.6208767772638817,10,80.0,2.0,False
745.0,745.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,3900.1143394484825,-6554.380841950653,287.5094624040657,116.82398344225749,-190.7705120103792,9.465841914616554,10,150.0,4.0,False
745.0,745.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,286055.8348106497,-6822.008915745597,-3.208450744239623,-110.57105000682508,-188.2672377595819,1.9863904852505763,10,150.0,4.0,False
745.0,745.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,373749.6424476148,25365.873491459522,372.93700197327473,55.15078054103625,166.63928077571836,2.5928903835862176,10,80.0,2.0,False
745.0,745.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,6290.842273449067,-371018.23761330993,628.7009230659901,119.10142763873466,184.641687020524,4.309899393871208,10,80.0,2.0,False
745.0,745.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,3878.9116503548184,-6534.40313413473,275.79534418999685,112.25171848242215,-187.2815557535925,3.9332922612249654,10,80.0,2.0,False
745.0,745.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,285878.6498230035,-6975.391898117299,389.1050062130547,-111.5521004250513,-184.31547514030459,5.539149909838352,10,80.0,2.0,False
747.5,747.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,373977.01508505933,25545.382501151285,985.2583931406782,51.05823818984976,170.09424827221937,-0.8171732076471478,10,80.0,2.0,False
747.5,747.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,6545.291188697027,-370587.4026218214,553.6480277451335,121.02609155984142,181.78833300104114,5.457631186730416,10,80.0,2.0,False
747.5,747.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,4184.543061177937,-7016.73108382903,298.2354433639177,109.20968777017377,-187.21334392290376,6.478683422400874,10,80.0,2.0,False
747.5,747.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,285648.1709837765,-6968.667258192181,82.59100146931968,-112.34364414669479,-187.69322295219084,5.269763419538449,10,80.0,2.0,False
750.0,751.5,RADAR_C,RADAR_C-HEDEF_4,HEDEF_4,374130.8259928491,24770.760737639677,-456.1201136949475,57.43789657724492,155.81645491449618,3.2305318379206662,10,300.0,7.0,False
750.0,751.5,RADAR_C,RADAR_C-HEDEF_3,HEDEF_3,6077.96978592461,-370134.7807473614,-177.16740680427117,115.26486253943622,183.49655208478435,19.614581417911893,10,300.0,7.0,False
750.0,750.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,4503.978160701347,-7529.379493200491,326.08280886416054,111.31130233953895,-184.12019144176332,4.970129001990679,10,80.0,2.0,False
750.0,750.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,285428.7278789198,-7350.040122809323,160.1795862614648,-109.50765050481549,-184.00463127256614,3.891944743521807,10,80.0,2.0,False
750.0,750.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,285522.2398385042,-7719.097262574748,646.0785155833672,-112.27599309286995,-184.66195082669486,7.383455378035375,10,150.0,4.0,False
750.0,750.8,RADAR_B,RADAR_B-HEDEF_3,HEDEF_3,7403.409361634443,-369932.24715988623,334.6718831740684,115.991357906181,180.63525227730528,9.958445126670743,10,150.0,4.0,False
750.0,750.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,374263.11887812207,25343.428554952654,569.8476586824197,51.62538181962416,154.70162030312707,9.272724023656659,10,80.0,2.0,False
750.0,750.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,6704.192625252876,-369935.5435739751,125.95175771219775,121.06083164588814,188.54030687120215,5.237789172351337,10,80.0,2.0,False
750.0,750.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,4499.65092444104,-7496.442103283444,317.2512458998791,113.41916628127923,-180.74426725045248,7.8872594098527635,10,150.0,4.0,False
750.0,751.5,RADAR_C,RADAR_C-HEDEF_1,HEDEF_1,4539.798097317546,-7621.058264729044,311.0257491778205,114.80306548545096,-188.92442603235872,11.226616294746837,10,300.0,7.0,False
752.5,752.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,4815.258724245353,-8037.3287922689815,332.0812992417695,111.94428734461428,-184.45597901614437,8.199054910679742,10,80.0,2.0,False
752.5,752.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,285130.2109819248,-7665.767105235471,540.4631735648466,-111.95588956486125,-186.3442646995013,6.893966535268773,10,80.0,2.0,False
752.5,752.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,7420.100847326471,-369452.7551555133,542.7782044164816,119.72226352862491,187.81186804104524,2.2566811333669143,10,80.0,2.0,False
752.5,752.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,374525.9078657627,25420.2071251586,233.13280284166342,52.537631632112536,144.02503054412819,4.755453646752935,10,80.0,2.0,False
755.0,755.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,375029.61696231697,25535.30490780459,-502.2377839652243,67.65288847096328,125.11568186499797,0.3168630508577772,10,150.0,4.0,False
755.0,755.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,284630.76158888004,-8574.449906888261,632.6700502987339,-111.55545194323172,-188.0658841318734,6.87365337597976,10,150.0,4.0,False
755.0,755.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,374711.8418214429,25752.143874615736,-58.83031601135355,60.98562351155577,131.39894363926365,2.2028968987340836,10,80.0,2.0,False
755.0,755.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,5045.634244847385,-8419.628339815245,342.90580094157446,111.12977203128813,-182.3004679550375,4.007606925528227,10,80.0,2.0,False
755.0,755.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,5076.878323945573,-8438.23006897871,355.0456368609064,106.59247950250908,-187.83546278433795,2.392589884980589,10,150.0,4.0,False
755.0,755.8,RADAR_B,RADAR_B-HEDEF_3,HEDEF_3,7196.793998682892,-369260.60042921564,673.9095101250173,117.57950864642618,189.39600186583917,1.9848385573597693,10,150.0,4.0,False
755.0,755.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,7706.822832204396,-369172.60398001946,247.70170951863903,120.633668537196,187.44497530440634,5.275420739154865,10,80.0,2.0,False
757.5,757.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,5419.307556563192,-9025.717979285817,356.66839553734354,110.13272039557782,-186.2505602083078,2.3380431936191086,10,80.0,2.0,False
757.5,757.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,374897.19401012687,25495.900017300017,613.6024597386695,61.979442336453076,115.48221459206762,6.171602978381339,10,80.0,2.0,False
757.5,757.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,284398.1570609959,-9104.28062972357,562.8820869181868,-112.48832750862084,-183.92216224288902,7.169571928218295,10,80.0,2.0,False
757.5,757.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,8526.056174463027,-368551.8159794171,652.1080431311067,118.2346965846704,187.103604993066,4.308641293262404,10,80.0,2.0,False
760.0,760.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,374897.3924644513,26196.56056988702,385.74747265277153,61.13862427524213,103.00896810929294,4.276998619425601,10,150.0,4.0,False
760.0,760.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,284391.31678872753,-9834.229494506255,683.2046000098251,-107.50080428200629,-187.94461178634674,6.207235662960739,10,150.0,4.0,False
760.0,760.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,5580.475025034107,-9294.272123057115,359.32228885380925,108.2451869184785,-191.25517825559677,3.1532437742930632,10,150.0,4.0,False
760.0,761.5,RADAR_C,RADAR_C-HEDEF_3,HEDEF_3,7414.553726973575,-368218.0006501761,-282.13667603037453,126.99486338746965,185.46204202932512,0.4519499712319073,10,300.0,7.0,False
760.0,761.5,RADAR_C,RADAR_C-HEDEF_4,HEDEF_4,375160.2412179383,24031.807778705406,1438.5998093051494,49.778066934411484,91.88861007668824,6.609332459019109,10,300.0,7.0,False
760.0,761.5,RADAR_C,RADAR_C-HEDEF_2,HEDEF_2,284256.56738523423,-9463.424638996692,508.84638573710447,-125.14425590814233,-178.00992132819428,3.175830864657723,10,300.0,7.0,False
760.0,760.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,9024.00849195862,-368066.70318699494,790.4240691989642,119.90303065745694,188.12283680385823,5.148958499802914,10,80.0,2.0,False
760.0,760.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,375061.56908948923,25660.891334191856,798.8108342814538,60.17249532829345,101.35011916085938,7.465067935808344,10,80.0,2.0,False
760.0,760.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,284245.0328684701,-9447.738155729508,408.29244337076256,-116.0021271959256,-186.3128564542204,4.260819498340291,10,80.0,2.0,False
760.0,760.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,5663.36181929651,-9415.773162377254,369.65156864737696,109.64606036632043,-184.16532329048195,3.1909881214154847,10,80.0,2.0,False
760.0,760.8,RADAR_B,RADAR_B-HEDEF_3,HEDEF_3,7899.0413851770545,-368001.6453720591,866.7794115313609,122.36705315305785,185.47677777069993,6.310055379072879,10,150.0,4.0,False
762.5,762.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,8797.47468248245,-367711.36595325207,347.6293575541093,118.65058229017473,185.45909492341178,5.249178262703655,10,80.0,2.0,False
762.5,762.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,283961.65595001285,-9906.98385034959,-119.2753707593614,-113.90907234524002,-185.17632375446917,6.194033683060082,10,80.0,2.0,False
762.5,762.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,5934.803099836351,-9848.737013888107,383.5341166048801,113.26703366415559,-189.1569938443256,6.314558705623442,10,80.0,2.0,False
762.5,762.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,375420.8723725266,25578.195052788302,279.93545625956824,66.80152324141554,85.87062447908055,2.6849276372580655,10,80.0,2.0,False
762.5,762.8,RADAR_A,RADAR_A-CL-762-0,CLUTTER,625963.9554197656,-429241.1882882661,-3153.1788251268235,-1.5743723400025902,20.457754873990346,-1.1832941232595016,2,1000.0,15.0,True
765.0,765.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,375681.8253075569,25423.497785654974,319.0225168765861,76.65523615229993,73.12808870754185,-0.7555149679681961,10,150.0,4.0,False
765.0,765.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,6251.582355353687,-10373.023473057718,400.98079816580173,116.74331328836755,-186.77649132957663,7.4980282056187235,10,80.0,2.0,False
